report_id,report_date,location,report_type,report_text,hazard_category,sif_precursor,severity,risk_score,recommended_action
OIL-SAF-02948,2025-10-23,Drilling Site,Unsafe Act,process deviation was observed without corrective action during equipment maintenance at the drilling site.,Process Safety,Yes,High,69,Immediate intervention required
OIL-SAF-00900,2025-08-09,Production Unit,Near Miss,safety gloves were not used during inspection at the production unit. No immediate injury was reported.,PPE,No,Low,7,Stop activity and correct hazard
OIL-SAF-04851,2025-09-07,Workshop,Near Miss,electrical panel was opened without isolation during routine maintenance at the workshop.,Electrical,No,Low,54,Inspect area and implement controls
OIL-SAF-00761,2026-08-09,Storage Area,Near Miss,entered tank without permit during routine maintenance at the storage area. No immediate injury was reported.,Confined Space,No,Low,31,Inspect area and implement controls
OIL-SAF-01907,2025-07-24,Gas Processing Plant,Near Miss,chemical container was leaking without containment during loading/unloading at the gas processing plant.,Chemical Exposure,Yes,High,62,Supervisor review required
OIL-SAF-04043,2026-05-16,Storage Area,Near Miss,worker handled exposed electrical wiring during loading/unloading at the storage area.,Electrical,No,Medium,45,Inspect area and implement controls
OIL-SAF-03824,2025-03-03,Drilling Site,Near Miss,entered tank without permit during plant operation at the drilling site.,Confined Space,No,Medium,19,Stop activity and correct hazard
OIL-SAF-04139,2025-02-01,Maintenance Area,Unsafe Act,gas leak was detected near an ignition source during plant operation at the maintenance area. Immediate corrective action was initiated.,Fire/Explosion,Yes,High,74,Supervisor review required
OIL-SAF-03819,2025-11-13,Pipeline Area,Unsafe Condition,gas leak was detected near an ignition source during routine maintenance at the pipeline area.,Fire/Explosion,Yes,High,78,Inspect area and implement controls
OIL-SAF-04301,2025-03-09,Workshop,Unsafe Act,worker was not wearing helmet during equipment maintenance at the workshop.,PPE,Yes,High,97,Immediate intervention required
OIL-SAF-02594,2025-02-12,Drilling Site,Near Miss,gas leak was detected near an ignition source during equipment maintenance at the drilling site. Immediate corrective action was initiated.,Fire/Explosion,Yes,High,56,Immediate intervention required
OIL-SAF-04165,2025-07-13,Pipeline Area,Unsafe Act,chemical transfer was performed without proper controls during contractor activity at the pipeline area.,Chemical Exposure,No,Low,35,Immediate intervention required
OIL-SAF-03032,2025-05-22,Loading Area,Unsafe Act,safety goggles were missing during inspection at the loading area. No immediate injury was reported.,PPE,No,Medium,51,Supervisor review required
OIL-SAF-03580,2025-04-28,Storage Area,Near Miss,entered confined space without gas testing during plant operation at the storage area.,Confined Space,Yes,High,91,Inspect area and implement controls
OIL-SAF-02833,2025-12-13,Pipeline Area,Unsafe Act,improper lifting technique was observed during routine maintenance at the pipeline area. Immediate corrective action was initiated.,Lifting,Yes,High,75,Inspect area and implement controls
OIL-SAF-03473,2025-11-15,Loading Area,Unsafe Act,vehicle and pedestrian routes were not segregated during equipment maintenance at the loading area. Immediate corrective action was initiated.,Heavy Equipment,Yes,Critical,83,Stop activity and correct hazard
OIL-SAF-00138,2025-12-13,Loading Area,Unsafe Condition,gas leak was detected near an ignition source during plant operation at the loading area. Immediate corrective action was initiated.,Fire/Explosion,Yes,High,78,Corrective action and follow-up required
OIL-SAF-02181,2025-03-02,Drilling Site,Unsafe Condition,worker was not wearing helmet during loading/unloading at the drilling site.,PPE,No,Low,54,Stop activity and correct hazard
OIL-SAF-02129,2026-03-16,Loading Area,Unsafe Act,person worked near an unprotected edge during inspection at the loading area. Immediate corrective action was initiated.,Working at Height,Yes,High,84,Stop activity and correct hazard
OIL-SAF-03178,2025-12-26,Maintenance Area,Unsafe Act,operating procedure was not followed during inspection at the maintenance area. Immediate corrective action was initiated.,Process Safety,Yes,Critical,95,Stop activity and correct hazard
OIL-SAF-04368,2025-01-12,Loading Area,Unsafe Condition,critical safety barrier was bypassed during plant operation at the loading area.,Process Safety,Yes,High,64,Inspect area and implement controls
OIL-SAF-04262,2025-11-10,Maintenance Area,Unsafe Condition,vehicle and pedestrian routes were not segregated during contractor activity at the maintenance area. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,98,Inspect area and implement controls
OIL-SAF-04345,2026-05-04,Pipeline Area,Near Miss,worker started maintenance without verifying zero energy during contractor activity at the pipeline area. Immediate corrective action was initiated.,Energy Isolation,Yes,High,67,Supervisor review required
OIL-SAF-01332,2026-05-07,Workshop,Unsafe Act,equipment was isolated incorrectly during routine maintenance at the workshop.,Energy Isolation,Yes,High,77,Corrective action and follow-up required
OIL-SAF-02018,2025-08-25,Production Unit,Unsafe Act,improper lifting technique was observed during contractor activity at the production unit. No immediate injury was reported.,Lifting,No,Low,28,Inspect area and implement controls
OIL-SAF-02483,2025-06-29,Pipeline Area,Near Miss,worker stood within equipment blind spot during inspection at the pipeline area.,Heavy Equipment,No,Low,45,Immediate intervention required
OIL-SAF-01359,2025-11-04,Maintenance Area,Near Miss,worker was exposed to high pressure line during loading/unloading at the maintenance area.,Pressure,Yes,High,61,Corrective action and follow-up required
OIL-SAF-01330,2025-06-08,Gas Processing Plant,Unsafe Condition,worker entered the operating area of heavy equipment during equipment maintenance at the gas processing plant. Immediate corrective action was initiated.,Heavy Equipment,Yes,High,61,Corrective action and follow-up required
OIL-SAF-02151,2026-07-18,Gas Processing Plant,Unsafe Act,equipment was isolated incorrectly during equipment maintenance at the gas processing plant.,Energy Isolation,Yes,Critical,79,Supervisor review required
OIL-SAF-02123,2026-02-23,Gas Processing Plant,Unsafe Act,materials were stacked unsafely during equipment maintenance at the gas processing plant.,Housekeeping,No,Low,44,Corrective action and follow-up required
OIL-SAF-03982,2025-06-26,Workshop,Unsafe Condition,technician used ladder without proper fall protection during routine maintenance at the workshop. Immediate corrective action was initiated.,Working at Height,Yes,High,93,Inspect area and implement controls
OIL-SAF-01253,2026-02-28,Maintenance Area,Unsafe Condition,operating procedure was not followed during plant operation at the maintenance area.,Process Safety,Yes,High,59,Stop activity and correct hazard
OIL-SAF-03279,2026-04-29,Maintenance Area,Unsafe Act,lockout tagout was not applied before maintenance during inspection at the maintenance area. Immediate corrective action was initiated.,Energy Isolation,Yes,High,88,Stop activity and correct hazard
OIL-SAF-03375,2025-07-14,Gas Processing Plant,Unsafe Act,technician used ladder without proper fall protection during routine maintenance at the gas processing plant. Immediate corrective action was initiated.,Working at Height,Yes,High,58,Stop activity and correct hazard
OIL-SAF-02815,2026-01-17,Storage Area,Unsafe Condition,safety goggles were missing during plant operation at the storage area. No immediate injury was reported.,PPE,No,Low,45,Stop activity and correct hazard
OIL-SAF-01849,2025-08-12,Drilling Site,Unsafe Act,chemical transfer was performed without proper controls during contractor activity at the drilling site. No immediate injury was reported.,Chemical Exposure,No,Low,49,Stop activity and correct hazard
OIL-SAF-03038,2025-06-03,Storage Area,Unsafe Condition,chemical container was leaking without containment during inspection at the storage area. Immediate corrective action was initiated.,Chemical Exposure,Yes,Critical,61,Corrective action and follow-up required
OIL-SAF-00389,2025-08-03,Loading Area,Near Miss,safety goggles were missing during contractor activity at the loading area. No immediate injury was reported.,PPE,No,Low,40,Corrective action and follow-up required
OIL-SAF-00236,2026-02-03,Pipeline Area,Near Miss,oil leakage was observed near hot equipment during inspection at the pipeline area.,Fire/Explosion,No,Low,41,Corrective action and follow-up required
OIL-SAF-01078,2025-08-01,Gas Processing Plant,Unsafe Condition,pressurized equipment was opened without depressurization during loading/unloading at the gas processing plant. Immediate corrective action was initiated.,Pressure,Yes,Critical,96,Corrective action and follow-up required
OIL-SAF-01985,2025-05-29,Maintenance Area,Unsafe Act,pressure relief system was bypassed during contractor activity at the maintenance area.,Pressure,Yes,High,64,Stop activity and correct hazard
OIL-SAF-04364,2025-03-16,Maintenance Area,Near Miss,scaffold had missing guardrails during routine maintenance at the maintenance area.,Working at Height,No,Low,41,Corrective action and follow-up required
OIL-SAF-03963,2025-08-06,Pipeline Area,Unsafe Act,hot work was performed without adequate fire protection during equipment maintenance at the pipeline area. Immediate corrective action was initiated.,Fire/Explosion,Yes,Critical,98,Inspect area and implement controls
OIL-SAF-00771,2025-03-02,Gas Processing Plant,Unsafe Act,maintenance was performed without electrical lockout during equipment maintenance at the gas processing plant.,Electrical,Yes,Medium,74,Corrective action and follow-up required
OIL-SAF-02166,2025-05-29,Drilling Site,Unsafe Condition,worked inside vessel without atmospheric monitoring during contractor activity at the drilling site. Immediate corrective action was initiated.,Confined Space,Yes,High,56,Supervisor review required
OIL-SAF-00674,2026-01-22,Loading Area,Unsafe Condition,person stood too close to suspended load during plant operation at the loading area.,Lifting,No,Low,30,Corrective action and follow-up required
OIL-SAF-00250,2026-05-06,Maintenance Area,Unsafe Act,maintenance was performed without electrical lockout during routine maintenance at the maintenance area. Immediate corrective action was initiated.,Electrical,Yes,Critical,79,Corrective action and follow-up required
